	#OTU ID	mock_staggered_insilico	Taxon	group	expected_ratio	feature_id	Confidence	table_id	Forward_trim	Reverse_trim	feature_frequency	Replicate	run-number	community	composition	sum	ratio
3495	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F210R270	210	270	2.0	R46-18S-1	46	18S	Staggered	32.0	0.0625
3496	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F210R270	210	270	5.0	R46-18S-1	46	18S	Staggered	32.0	0.15625
3497	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F210R270	210	270	3.0	R46-18S-1	46	18S	Staggered	32.0	0.09375
3498	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F210R270	210	270	9.0	R46-18S-1	46	18S	Staggered	32.0	0.28125
3499	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F210R270	210	270	4.0	R46-18S-1	46	18S	Staggered	32.0	0.125
3500	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F210R270	210	270	8.0	R46-18S-1	46	18S	Staggered	32.0	0.25
3501	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F210R270	210	270	0.0	R46-18S-2	46	18S	Staggered	2.0	0.0
3630	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	fd8572d1aca0c5094f7f4def2aca975e	0.9722887142478872	F250R220	250	220	50.0	R46-18S-1	46	18S	Staggered	286.0	0.17482517482517482
3631	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	fd8572d1aca0c5094f7f4def2aca975e	0.9722887142478872	F250R220	250	220	35.0	R46-18S-2	46	18S	Staggered	260.0	0.1346153846153846
3632	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	fdbb5bc833577a4815d68a80c1d25642	0.9698493719271686	F250R220	250	220	0.0	R46-18S-1	46	18S	Staggered	286.0	0.0
3633	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	fdbb5bc833577a4815d68a80c1d25642	0.9698493719271686	F250R220	250	220	0.0	R46-18S-2	46	18S	Staggered	260.0	0.0
3634	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	7987cdb9ed02e9e6df19128eb8e98df0	0.8655716390712705	F250R220	250	220	10.0	R46-18S-1	46	18S	Staggered	286.0	0.03496503496503497
3635	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	7987cdb9ed02e9e6df19128eb8e98df0	0.8655716390712705	F250R220	250	220	0.0	R46-18S-2	46	18S	Staggered	260.0	0.0
3636	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	28ce1923eeaa03a8029043c980d00316	0.8138256030326433	F250R220	250	220	0.0	R46-18S-1	46	18S	Staggered	286.0	0.0
3637	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	28ce1923eeaa03a8029043c980d00316	0.8138256030326433	F250R220	250	220	9.0	R46-18S-2	46	18S	Staggered	260.0	0.03461538461538462
3638	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	4c1b3f96658c9d7b5ffa098f1cc6b6b2	0.978934983878355	F250R220	250	220	0.0	R46-18S-1	46	18S	Staggered	286.0	0.0
3639	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	4c1b3f96658c9d7b5ffa098f1cc6b6b2	0.978934983878355	F250R220	250	220	0.0	R46-18S-2	46	18S	Staggered	260.0	0.0
3640	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	10e24f2fc17caf91f0e547a333579a94	0.9741130240306104	F240R220	240	220	37.0	R46-18S-1	46	18S	Staggered	353.0	0.1048158640226629
3641	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	10e24f2fc17caf91f0e547a333579a94	0.9741130240306104	F240R220	240	220	33.0	R46-18S-2	46	18S	Staggered	240.0	0.1375
3766	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R250	220	250	1.0	R46-18S-1	46	18S	Staggered	32.0	0.03125
3767	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R250	220	250	2.0	R46-18S-1	46	18S	Staggered	32.0	0.0625
3768	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R250	220	250	5.0	R46-18S-1	46	18S	Staggered	32.0	0.15625
3769	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R250	220	250	3.0	R46-18S-1	46	18S	Staggered	32.0	0.09375
3770	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R250	220	250	9.0	R46-18S-1	46	18S	Staggered	32.0	0.28125
3771	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R250	220	250	4.0	R46-18S-1	46	18S	Staggered	32.0	0.125
3772	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R250	220	250	8.0	R46-18S-1	46	18S	Staggered	32.0	0.25
3773	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R250	220	250	0.0	R46-18S-2	46	18S	Staggered	3.0	0.0
3818	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	36a4be4b07b66ad882c88411873c4823	0.994370220016577	F260R270	260	270	0.0	R46-18S-1	46	18S	Staggered	32.0	0.0
3819	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	36a4be4b07b66ad882c88411873c4823	0.994370220016577	F260R270	260	270	0.0	R46-18S-2	46	18S	Staggered	1.0	0.0
3820	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F260R270	260	270	1.0	R46-18S-1	46	18S	Staggered	32.0	0.03125
3821	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F260R270	260	270	2.0	R46-18S-1	46	18S	Staggered	32.0	0.0625
3822	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F260R270	260	270	5.0	R46-18S-1	46	18S	Staggered	32.0	0.15625
3823	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F260R270	260	270	3.0	R46-18S-1	46	18S	Staggered	32.0	0.09375
3824	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F260R270	260	270	9.0	R46-18S-1	46	18S	Staggered	32.0	0.28125
3825	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F260R270	260	270	4.0	R46-18S-1	46	18S	Staggered	32.0	0.125
3826	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F260R270	260	270	8.0	R46-18S-1	46	18S	Staggered	32.0	0.25
3827	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F260R270	260	270	0.0	R46-18S-2	46	18S	Staggered	1.0	0.0
3828	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	a4f6cfe0947dd2414ce579a481b53382	0.9899244626045623	F270R270	270	270	0.0	R46-18S-1	46	18S	Staggered	32.0	0.0
3829	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	a4f6cfe0947dd2414ce579a481b53382	0.9899244626045623	F270R270	270	270	0.0	R46-18S-2	46	18S	Staggered	1.0	0.0
3830	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R270	270	270	1.0	R46-18S-1	46	18S	Staggered	32.0	0.03125
3831	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R270	270	270	2.0	R46-18S-1	46	18S	Staggered	32.0	0.0625
3832	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R270	270	270	5.0	R46-18S-1	46	18S	Staggered	32.0	0.15625
3833	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R270	270	270	3.0	R46-18S-1	46	18S	Staggered	32.0	0.09375
3834	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R270	270	270	9.0	R46-18S-1	46	18S	Staggered	32.0	0.28125
3835	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R270	270	270	4.0	R46-18S-1	46	18S	Staggered	32.0	0.125
3836	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R270	270	270	8.0	R46-18S-1	46	18S	Staggered	32.0	0.25
3837	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R270	270	270	0.0	R46-18S-2	46	18S	Staggered	1.0	0.0
4036	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R280	220	280	1.0	R46-18S-1	46	18S	Staggered	32.0	0.03125
4037	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R280	220	280	2.0	R46-18S-1	46	18S	Staggered	32.0	0.0625
4038	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R280	220	280	5.0	R46-18S-1	46	18S	Staggered	32.0	0.15625
4039	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R280	220	280	3.0	R46-18S-1	46	18S	Staggered	32.0	0.09375
4040	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R280	220	280	9.0	R46-18S-1	46	18S	Staggered	32.0	0.28125
4041	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R280	220	280	4.0	R46-18S-1	46	18S	Staggered	32.0	0.125
4042	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R280	220	280	8.0	R46-18S-1	46	18S	Staggered	32.0	0.25
4043	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R280	220	280	0.0	R46-18S-2	46	18S	Staggered	1.0	0.0
4044	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F230R280	230	280	1.0	R46-18S-1	46	18S	Staggered	32.0	0.03125
4045	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F230R280	230	280	2.0	R46-18S-1	46	18S	Staggered	32.0	0.0625
4046	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F230R280	230	280	5.0	R46-18S-1	46	18S	Staggered	32.0	0.15625
4047	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F230R280	230	280	3.0	R46-18S-1	46	18S	Staggered	32.0	0.09375
4048	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F230R280	230	280	9.0	R46-18S-1	46	18S	Staggered	32.0	0.28125
4049	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F230R280	230	280	4.0	R46-18S-1	46	18S	Staggered	32.0	0.125
4050	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F230R280	230	280	8.0	R46-18S-1	46	18S	Staggered	32.0	0.25
4051	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F230R280	230	280	0.0	R46-18S-2	46	18S	Staggered	2.0	0.0
4072	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cbabc5b4d19cf2542627f86082d07c10	0.9973837657441164	F210R210	210	210	0.0	R46-18S-1	46	18S	Staggered	1945.0	0.0
4073	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cbabc5b4d19cf2542627f86082d07c10	0.9973837657441164	F210R210	210	210	0.0	R46-18S-2	46	18S	Staggered	1894.0	0.0
4074	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	a75dfbf2c5ced3cbf415626baa37c1a9	0.97977755379726	F210R210	210	210	327.0	R46-18S-1	46	18S	Staggered	1945.0	0.16812339331619539
4075	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	a75dfbf2c5ced3cbf415626baa37c1a9	0.97977755379726	F210R210	210	210	225.0	R46-18S-2	46	18S	Staggered	1894.0	0.1187961985216473
4076	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	7a90e0ce21686c39779d13cfce3f9479	0.8530400455667635	F210R210	210	210	111.0	R46-18S-1	46	18S	Staggered	1945.0	0.0570694087403599
4077	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	7a90e0ce21686c39779d13cfce3f9479	0.8530400455667635	F210R210	210	210	82.0	R46-18S-2	46	18S	Staggered	1894.0	0.04329461457233368
4200	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F260R260	260	260	1.0	R46-18S-1	46	18S	Staggered	32.0	0.03125
